119,300
440,362
328,510
870,790
921,895
865,1070
682,1191
178,1240
329,1247
287,1330
52,1360
750,1460
283,1470
458,1490
558,1505
612,1505
552,1560
78,1570
338,1585
885,1600
858,1630
823,1650
392,1701
810,1735
123,1758
268,1770
770,1770
356,1820
775,1820
801,1905
718,1910
564,1928
541,1930
33,1984
634,1985
214,2013
844,2041
905,2090
187,2098
384,2098
702,2100
361,2105
402,2110
939,2115
820,2126
29,2130
618,2132
609,2150
124,2170
856,2170
738,2183
850,2183
86,2190
267,2210
698,2210
785,2214
887,2220
879,2240
8,2243
511,2263
513,2268
818,2268
620,2290
5,2295
4,2296
403,2296
585,2296
23,2320
518,2320
180,2325
275,2336
195,2337
449,2340
641,2360
965,2360
832,2379
6,2381
240,2381
423,2390
42,2410
59,2410
875,2410
576,2430
156,2438
412,2438
418,2438
657,2438
716,2438
804,2438
995,2438
376,2440
347,2455
539,2460
64,2461
299,2466
447,2466
661,2466
786,2466
903,2466
645,2470
2,2480
977,2485
524,2487
243,2490
204,2495
399,2495
525,2495
897,2495
437,2506
631,2510
866,2510
236,2523
822,2523
779,2529
659,2535
233,2550
374,2551
733,2551
996,2555
836,2560
955,2565
991,2570
315,2575
128,2580
224,2580
225,2580
621,2580
934,2590
12,2600
99,2600
390,2608
817,2610
388,2620
828,2628
324,2630
301,2635
705,2635
833,2637
717,2643
592,2660
398,2662
899,2664
217,2665
326,2665
755,2665
141,2677
397,2680
894,2680
31,2693
482,2693
652,2693
744,2693
776,2695
249,2705
163,2707
0,2710
175,2715
980,2715
342,2722
537,2722
840,2722
914,2729
568,2730
574,2730
660,2730
51,2735
954,2745
556,2749
432,2750
483,2750
595,2750
598,2750
601,2750
582,2755
748,2757
27,2760
144,2760
371,2760
501,2765
41,2770
32,2778
43,2778
205,2778
211,2778
427,2778
544,2778
676,2778
67,2780
183,2780
877,2780
308,2790
387,2790
909,2795
472,2800
876,2800
807,2801
385,2807
746,2807
752,2807
847,2807
201,2810
636,2810
900,2810
988,2815
692,2820
726,2820
985,2820
229,2830
759,2830
964,2830
291,2835
637,2835
888,2840
917,2840
24,2848
71,2850
346,2850
908,2855
940,2860
143,2863
319,2863
548,2863
93,2865
91,2869
252,2870
712,2870
960,2870
784,2875
39,2880
87,2880
72,2885
998,2886
628,2890
210,2892
416,2892
426,2892
629,2892
216,2895
936,2895
318,2899
174,2900
484,2900
794,2900
10,2910
800,2910
578,2915
50,2917
765,2920
851,2920
737,2930
812,2930
808,2935
303,2940
404,2940
963,2941
139,2943
772,2945
219,2948
330,2948
617,2948
994,2949
600,2950
787,2960
198,2971
164,2972
278,2975
533,2976
98,2977
433,2977
464,2977
757,2977
846,2977
379,2978
924,2980
937,2985
741,2986
352,2990
475,2995
723,2995
106,3000
207,3000
819,3000
262,3001
90,3005
476,3005
559,3005
647,3005
751,3005
835,3005
462,3015
941,3020
602,3025
758,3025
588,3030
656,3030
734,3030
13,3033
30,3033
370,3033
495,3033
555,3033
633,3033
739,3033
608,3035
961,3035
979,3035
896,3039
492,3040
639,3040
735,3040
603,3041
925,3045
364,3050
554,3050
719,3050
60,3055
257,3062
563,3062
442,3065
466,3065
531,3065
292,3070
764,3070
791,3070
853,3070
611,3071
171,3075
551,3075
673,3075
892,3075
333,3080
510,3080
557,3083
306,3088
345,3090
456,3090
470,3090
528,3090
683,3090
706,3090
743,3090
883,3090
957,3090
307,3095
969,3095
339,3096
468,3100
516,3102
48,3110
731,3110
73,3113
94,3115
40,3118
515,3118
577,3118
778,3118
215,3120
391,3120
625,3120
193,3125
767,3135
678,3140
709,3140
952,3140
590,3145
766,3145
351,3146
81,3147
245,3147
253,3147
488,3147
489,3147
505,3147
672,3147
674,3147
729,3147
189,3150
490,3150
763,3150
22,3155
289,3155
435,3155
481,3155
827,3157
173,3160
613,3160
653,3160
