971,369
94,510
66,539
818,659
233,665
163,680
880,825
559,890
415,950
162,1130
72,1260
243,1446
459,1540
724,1600
717,1680
344,1770
794,1795
983,1800
112,1843
802,1843
446,1880
282,1900
468,1910
899,1947
777,2012
917,2013
832,2100
120,2111
650,2120
275,2126
565,2130
413,2211
218,2220
333,2225
630,2228
849,2268
545,2275
654,2296
725,2296
556,2300
931,2355
456,2365
896,2370
499,2375
852,2379
154,2381
448,2381
553,2385
956,2389
109,2390
350,2400
85,2407
268,2410
573,2410
186,2420
300,2425
79,2430
481,2430
909,2430
237,2438
600,2438
689,2438
424,2450
465,2450
977,2460
402,2466
703,2470
463,2475
734,2490
607,2494
767,2495
217,2498
649,2500
223,2510
571,2520
100,2523
236,2523
384,2524
27,2530
461,2534
244,2535
729,2540
213,2551
493,2552
719,2552
778,2552
510,2560
858,2560
886,2565
7,2580
347,2580
371,2580
375,2580
378,2580
601,2580
691,2590
278,2608
314,2608
363,2608
620,2608
698,2610
965,2610
995,2617
289,2635
18,2637
602,2637
721,2644
28,2645
323,2647
227,2650
428,2650
840,2660
928,2664
513,2665
555,2665
143,2670
648,2670
280,2671
399,2675
756,2679
542,2680
932,2680
966,2680
504,2690
200,2693
264,2693
927,2693
84,2696
462,2697
684,2700
865,2707
107,2710
232,2710
337,2710
851,2710
10,2720
38,2722
50,2722
451,2722
58,2730
512,2730
90,2735
353,2735
727,2735
541,2736
381,2740
591,2740
609,2745
671,2747
132,2750
934,2750
373,2751
2,2764
15,2770
115,2770
539,2770
568,2770
189,2775
160,2778
240,2778
410,2778
632,2778
668,2778
155,2780
356,2780
9,2790
633,2790
142,2794
507,2795
678,2805
152,2806
270,2806
991,2806
434,2807
622,2807
902,2810
204,2811
551,2815
86,2820
294,2820
460,2820
611,2820
745,2820
701,2825
497,2829
135,2830
913,2830
592,2834
141,2835
578,2835
847,2835
850,2835
286,2850
486,2850
181,2854
304,2854
51,2855
336,2855
780,2860
145,2862
29,2863
405,2863
969,2863
489,2870
435,2872
484,2878
335,2880
390,2880
655,2880
873,2880
453,2885
254,2890
116,2892
705,2892
343,2895
210,2900
585,2900
131,2905
563,2905
584,2909
43,2910
265,2910
330,2914
151,2918
853,2918
91,2920
130,2920
316,2920
439,2920
581,2920
645,2920
806,2920
842,2920
919,2920
891,2930
519,2931
147,2935
41,2940
122,2940
526,2940
288,2948
518,2948
935,2948
958,2948
6,2950
36,2950
615,2955
643,2960
257,2971
954,2971
980,2975
231,2976
220,2977
382,2977
627,2977
735,2977
795,2977
816,2977
827,2977
8,2980
418,2980
570,2980
924,2980
153,2985
876,2988
828,2990
890,2990
113,3000
253,3000
297,3000
986,3000
24,3005
250,3005
665,3005
944,3009
55,3010
401,3010
597,3010
779,3010
241,3020
267,3025
626,3029
193,3030
202,3030
628,3030
799,3030
216,3033
225,3033
277,3033
437,3033
722,3033
964,3033
967,3034
901,3038
904,3041
388,3042
543,3043
922,3044
963,3050
692,3051
380,3060
407,3060
797,3060
64,3062
78,3062
173,3062
303,3062
391,3062
433,3062
454,3062
682,3062
877,3066
707,3067
690,3072
530,3073
211,3079
472,3080
473,3080
623,3080
942,3080
793,3081
488,3084
40,3085
149,3085
711,3086
269,3090
319,3090
338,3090
357,3090
360,3090
449,3090
676,3090
771,3090
867,3090
871,3090
881,3090
892,3090
658,3091
48,3098
138,3105
259,3105
174,3110
582,3110
731,3110
92,3116
11,3118
148,3118
313,3118
562,3118
624,3118
801,3118
452,3119
810,3119
821,3119
134,3120
187,3120
299,3120
442,3130
730,3130
372,3132
906,3135
21,3136
128,3140
593,3140
62,3146
69,3146
659,3147
669,3147
700,3147
790,3147
874,3147
25,3148
83,3150
179,3150
185,3150
408,3150
574,3150
803,3150
670,3155
875,3158
56,3160
114,3160
430,3160
808,3160
998,3160
208,3170
212,3170
242,3170
925,3170
355,3174
256,3175
370,3175
457,3175
470,3175
514,3175
540,3175
596,3175
743,3175
775,3175
946,3175
52,3180
307,3180
321,3180
293,3186
70,3190
742,3190
758,3190
861,3190
885,3190
693,3194
37,3195
710,3195
327,3198
385,3200
838,3200
209,3203
469,3203
859,3203
88,3204
226,3204
908,3204
75,3207
836,3215
245,3220
273,3220
423,3220
171,3225
228,3225
528,3230
750,3230
763,3230
857,3230
923,3230
532,3231
172,3232
295,3232
412,3232
535,3232
732,3232
887,3232
996,3232
529,3235
531,3235
54,3240
87,3240
164,3240
175,3240
618,3240
666,3240
872,3240
394,3244
746,3245
395,3246
579,3249
726,3250
869,3250
16,3260
263,3260
349,3260
517,3260
544,3260
737,3260
781,3260
807,3260
815,3260
870,3260
912,3260
945,3260
975,3260
290,3261
368,3262
754,3265
959,3266
13,3269
612,3271
595,3273
105,3275
258,3277
674,3280
788,3280
281,3285
718,3285
757,3286
785,3288
23,3289
110,3289
111,3289
426,3289
431,3289
583,3289
647,3289
715,3289
762,3289
166,3290
651,3290
879,3290
926,3290
527,3291
309,3300
361,3300
503,3300
546,3305
723,3310
97,3317
144,3317
156,3317
485,3317
961,3317
3,3320
183,3320
298,3320
566,3320
940,3320
572,3325
352,3327
471,3328
285,3330
653,3330
663,3330
760,3334
292,3340
367,3340
377,3340
466,3340
61,3345
287,3345
296,3345
547,3345
550,3345
598,3345
683,3345
839,3345
916,3348
168,3350
229,3350
324,3350
564,3350
672,3350
866,3350
774,3355
523,3358
844,3358
604,3360
826,3365
656,3366
214,3370
329,3370
520,3370
537,3370
552,3373
974,3373
20,3374
53,3374
178,3374
496,3374
825,3374
921,3374
176,3375
619,3375
96,3380
482,3380
752,3385
302,3390
406,3390
599,3390
811,3390
960,3390
73,3394
76,3395
421,3395
768,3396
320,3400
679,3400
728,3400
230,3402
365,3402
374,3402
393,3402
427,3402
444,3402
521,3402
664,3402
688,3402
706,3402
739,3402
941,3402
822,3405
962,3405
140,3407
492,3408
982,3410
989,3410
789,3415
80,3418
139,3420
639,3420
841,3420
39,3430
65,3430
99,3430
137,3430
198,3430
262,3430
419,3430
491,3430
708,3430
863,3430
889,3430
978,3430
999,3430
284,3431
753,3432
44,3440
506,3440
569,3440
136,3450
383,3450
687,3450
776,3450
968,3450
686,3455
260,3458
318,3458
490,3458
798,3458
404,3459
509,3459
733,3459
949,3459
976,3459
536,3460
642,3460
800,3460
445,3465
158,3466
594,3470
714,3470
804,3470
441,3473
328,3475
12,3480
34,3480
695,3480
159,3486
14,3487
129,3487
190,3487
238,3487
283,3487
341,3487
348,3487
634,3487
677,3487
741,3487
761,3487
830,3487
261,3490
351,3490
817,3490
326,3495
697,3495
119,3500
161,3500
222,3500
783,3500
748,3501
772,3501
848,3502
167,3505
184,3505
823,3505
862,3505
60,3510
274,3510
422,3510
479,3510
738,3510
33,3515
77,3515
81,3515
203,3515
206,3515
266,3515
464,3515
554,3515
577,3515
621,3515
709,3515
973,3515
994,3515
71,3520
369,3520
970,3520
533,3525
467,3530
661,3530
883,3530
981,3530
759,3535
911,3538
272,3540
477,3540
104,3543
5,3544
101,3544
123,3544
146,3544
235,3544
366,3544
561,3544
606,3544
660,3544
784,3544
938,3544
558,3550
673,3550
819,3551
997,3552
342,3555
118,3560
575,3560
124,3565
864,3566
379,3570
749,3570
325,3572
392,3572
501,3572
675,3572
833,3572
894,3572
305,3575
868,3579
905,3580
505,3585
747,3590
751,3590
32,3600
106,3600
108,3600
125,3600
205,3600
306,3600
416,3600
432,3600
483,3600
608,3600
878,3600
897,3600
915,3600
985,3600
791,3605
117,3610
169,3610
813,3610
26,3620
455,3620
605,3620
814,3620
993,3620
170,3622
126,3629
345,3629
548,3629
918,3629
696,3630
854,3635
480,3640
614,3640
736,3640
831,3640
856,3640
362,3650
502,3650
525,3650
829,3650
417,3652
364,3655
82,3657
458,3657
588,3657
765,3657
920,3657
699,3658
182,3662
46,3666
93,3670
635,3670
215,3680
400,3680
567,3680
587,3680
255,3685
644,3685
845,3685
63,3686
191,3686
387,3686
900,3686
440,3690
629,3690
740,3690
846,3690
914,3690
939,3700
516,3705
201,3710
425,3710
694,3710
291,3711
331,3713
576,3713
487,3714
586,3714
809,3714
522,3715
524,3720
744,3720
884,3720
157,3725
165,3730
770,3730
340,3731
133,3740
409,3740
704,3740
495,3742
652,3742
990,3742
820,3745
177,3750
988,3750
498,3754
476,3756
603,3759
224,3765
30,3770
322,3770
500,3770
534,3770
616,3770
685,3770
640,3771
755,3771
936,3778
67,3780
376,3780
641,3781
219,3790
414,3790
805,3798
1,3799
22,3799
358,3799
636,3799
646,3799
386,3805
580,3806
438,3810
443,3810
979,3814
251,3817
787,3818
207,3820
662,3820
667,3820
987,3820
0,3827
239,3827
74,3830
359,3830
589,3830
68,3845
57,3850
549,3850
681,3850
638,3851
199,3855
354,3855
252,3856
613,3856
680,3859
247,3866
557,3867
782,3870
397,3880
17,3884
127,3884
403,3884
657,3884
952,3885
271,3890
311,3890
494,3890
637,3890
398,3895
98,3900
35,3905
910,3910
180,3912
786,3912
860,3912
951,3912
436,3925
716,3940
188,3941
429,3941
720,3941
893,3941
279,3945
315,3945
937,3945
195,3960
234,3960
389,3960
102,3965
276,3965
538,3968
712,3969
957,3969
194,3970
474,3970
478,3970
882,3972
515,3975
317,3978
42,3980
301,3980
895,3980
764,3982
19,3986
192,3997
796,3997
95,4000
837,4009
835,4010
950,4026
984,4038
249,4040
898,4040
617,4051
49,4054
103,4054
121,4054
475,4060
702,4060
834,4068
31,4070
420,4080
310,4082
196,4090
560,4090
